property_type,society,sector,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
flat,m3m skywalk,sector 74,2.25,13636.0,1650.0,Super Built up area 2038(189.34 sq.m.)Built Up area: 1938 sq.ft. (180.05 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),3.0,3.0,2,9.0,South,Relatively New,2038.0,1938.0,1650.0,0.0,1.0,0.0,0.0,0.0,1.0,174.0,550.0
house,independent,sector 13,2.25,6944.0,3240.0,Carpet area: 360 (301.01 sq.m.),10.0,10.0,2,1.0,East,Undefined,,,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.0
flat,ramprastha primera,sector 37d,1.08,6000.0,1800.0,Super Built up area 1800(167.23 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3.0,3.0,3,9.0,South,Relatively New,1800.0,1700.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,600.0
flat,shree vardhman victoria,sector 70,1.5,7692.0,1950.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3.0,5.0,3,7.0,South,Relatively New,1950.0,,1161.0,0.0,1.0,0.0,0.0,0.0,1.0,174.0,650.0
flat,indiabulls centrum park,sector 103,2.45,8522.0,2875.0,Super Built up area 2875(267.1 sq.m.),4.0,6.0,3,5.0,,Relatively New,2875.0,,,0.0,1.0,0.0,0.0,0.0,0.0,38.0,718.75
house,bptp visionnaire,sector 70a,5.35,8917.0,6000.0,Built Up area: 6000 (557.42 sq.m.),4.0,4.0,3+,3.0,North,Relatively New,,6000.0,,1.0,1.0,1.0,1.0,0.0,1.0,160.0,1500.0
flat,apex builders,sector 37,0.42,5600.0,750.0,Carpet area: 750 (69.68 sq.m.),2.0,2.0,2,4.0,North,Relatively New,,,750.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,375.0
flat,raheja atlantis,sector 31,5.5,18688.0,2943.0,Super Built up area 2943(273.41 sq.m.),4.0,5.0,3+,1.0,North,Relatively New,2943.0,,,1.0,1.0,0.0,1.0,0.0,0.0,81.0,735.75
house,independent,sector 26,5.8,32222.0,1800.0,Plot area 200(167.23 sq.m.),5.0,5.0,3+,2.0,North,Old Property,,1800.0,,1.0,1.0,1.0,1.0,0.0,0.0,53.0,360.0
flat,mapsko paradise,sector 83,0.95,6300.0,1508.0,Carpet area: 1340 (124.49 sq.m.),3.0,3.0,3,1.0,,Moderately Old,,,1340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502.6666666666667
flat,pareena coban residences,sector 99,1.16,5809.0,1997.0,Super Built up area 1997(185.53 sq.m.)Built Up area: 1790 sq.ft. (166.3 sq.m.)Carpet area: 1420 sq.ft. (131.92 sq.m.),3.0,3.0,3,3.0,North-East,Relatively New,1997.0,1790.0,1420.0,0.0,1.0,0.0,0.0,1.0,0.0,49.0,665.6666666666666
flat,ats marigold,sector 89,1.5,8499.0,1765.0,Super Built up area 1750(162.58 sq.m.)Built Up area: 1480 sq.ft. (137.5 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),3.0,3.0,3,5.0,North,Under Construction,1750.0,1480.0,1450.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,588.3333333333334
flat,m3m heights,sector 65,2.8,14997.0,1867.0,Super Built up area 1828(169.83 sq.m.),3.0,3.0,3,20.0,North-East,Under Construction,1828.0,,,0.0,0.0,0.0,0.0,0.0,0.0,91.0,622.3333333333334
flat,aipl the peaceful homes,sector 70a,2.4,11163.0,2150.0,Super Built up area 2150(199.74 sq.m.),3.0,3.0,3,11.0,South-West,Relatively New,2150.0,,,0.0,1.0,0.0,0.0,0.0,0.0,108.0,716.6666666666666
flat,emaar digihomes,sector 62,2.1,13926.0,1508.0,Super Built up area 1508(140.1 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2.0,2.0,3,12.0,North-East,New Property,1508.0,1500.0,1200.0,0.0,0.0,0.0,0.0,1.0,1.0,49.0,754.0
flat,shree vardhman flora,sector 90,0.65,4815.0,1350.0,Super Built up area 1350(125.42 sq.m.),2.0,2.0,3,6.0,West,Relatively New,1350.0,,,1.0,0.0,0.0,0.0,0.0,0.0,174.0,675.0
flat,m3m golfestate,sector 65,5.9,17481.0,3375.0,Super Built up area 3363(312.43 sq.m.),3.0,3.0,3,18.0,North,Relatively New,3363.0,,,1.0,1.0,0.0,0.0,0.0,0.0,76.0,1125.0
flat,ild greens,sector 37,0.95,5067.0,1875.0,Super Built up area 1875(174.19 sq.m.),3.0,3.0,3+,0.0,,New Property,1875.0,,,0.0,0.0,0.0,0.0,0.0,0.0,51.0,625.0
flat,bptp astaire gardens,sector 70a,1.2,7059.0,1700.0,Super Built up area 1700(157.94 sq.m.)Built Up area: 1450 sq.ft. (134.71 sq.m.),3.0,3.0,3+,2.0,,Relatively New,1700.0,1450.0,,0.0,0.0,0.0,0.0,0.0,2.0,38.0,566.6666666666666
flat,la vida by tata housing,sector 113,1.85,11716.0,1579.0,Super Built up area 1579(146.69 sq.m.),3.0,2.0,2,7.0,East,New Property,1579.0,,,0.0,0.0,0.0,0.0,0.0,0.0,13.0,526.3333333333334
flat,m3m antalya hills,sector 79,1.15,7497.0,1534.0,Super Built up area 1534(142.51 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 1103 sq.ft. (102.47 sq.m.),3.0,3.0,3+,1.0,,Under Construction,1534.0,1200.0,1103.0,1.0,0.0,0.0,0.0,0.0,0.0,51.0,511.3333333333333
flat,orchid petals,sector 49,2.45,11887.0,2061.0,Super Built up area 2061(191.47 sq.m.),3.0,3.0,3,0.0,North-East,Relatively New,2061.0,,,1.0,0.0,0.0,0.0,0.0,0.0,49.0,687.0
flat,vatika gurgaon,sector 83,1.25,6313.0,1980.0,Super Built up area 1980(183.95 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3.0,3.0,2,12.0,North,Moderately Old,1980.0,1700.0,1400.0,0.0,1.0,0.0,0.0,0.0,0.0,95.0,660.0
flat,pyramid elite,sector 86,0.45,7745.0,581.0,Carpet area: 581.41 (54.01 sq.m.),2.0,2.0,1,4.0,,Under Construction,,,581.3582389999999,0.0,0.0,0.0,0.0,0.0,0.0,66.0,290.5
house,ansals florence villa,sector 57,6.0,22222.0,2700.0,Plot area 300(250.84 sq.m.),4.0,5.0,2,2.0,,Old Property,,2700.0,,0.0,1.0,0.0,1.0,0.0,1.0,20.0,675.0
flat,ireo skyon,sector 60,3.6,12816.0,2809.0,Super Built up area 2809(260.96 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),4.0,5.0,3,24.0,North-East,Relatively New,2809.0,,2400.0,0.0,1.0,0.0,0.0,0.0,1.0,49.0,702.25
flat,ss the leaf,sector 85,1.17,6720.0,1741.0,Super Built up area 1741(161.74 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),2.0,3.0,3,10.0,South-East,Relatively New,1741.0,1550.0,1350.0,0.0,0.0,0.0,0.0,1.0,0.0,49.0,870.5
house,independent,sector 105,0.55,10913.0,504.0,Built Up area: 56 (5.2 sq.m.),2.0,4.0,0,2.0,,Undefined,,56.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0
house,eros rosewood villas,sector 49,2.75,19841.0,1386.0,Plot area 154(14.31 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),3.0,3.0,1,2.0,North-West,Old Property,,,1650.0,0.0,0.0,0.0,0.0,1.0,1.0,80.0,462.0
flat,gls avenue 51,sector 92,0.45,6000.0,750.0,Carpet area: 750 (69.68 sq.m.),3.0,3.0,1,10.0,North-East,Relatively New,,,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0
flat,ambience creacions,sector 22,4.78,15469.0,3090.0,Super Built up area 3090(287.07 sq.m.)Built Up area: 2500 sq.ft. (232.26 sq.m.)Carpet area: 2250 sq.ft. (209.03 sq.m.),3.0,4.0,3,7.0,West,Relatively New,3090.0,2500.0,2250.0,0.0,1.0,0.0,0.0,1.0,2.0,111.0,1030.0
flat,antriksh heights,sector 84,0.9,6207.0,1450.0,Super Built up area 1725(160.26 sq.m.)Built Up area: 1525 sq.ft. (141.68 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),3.0,3.0,3+,12.0,North-East,Relatively New,1725.0,1525.0,1450.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,483.3333333333333
flat,pivotal devaan,sector 84,0.27,7965.0,339.0,Super Built up area 439(40.78 sq.m.)Carpet area: 339 sq.ft. (31.49 sq.m.),1.0,1.0,1,13.0,North-East,Relatively New,439.0,,339.0,0.0,0.0,0.0,0.0,0.0,2.0,45.0,339.0
flat,godrej nature plus,sector 33,1.62,13978.0,1159.0,Built Up area: 129.42 Carpet area: 107.7 sq.m.,3.0,4.0,3+,3.0,North,New Property,,129.42,107.7,0.0,1.0,0.0,0.0,0.0,0.0,100.0,386.3333333333333
house,ss aaron ville,sector 49,6.5,18808.0,3456.0,Plot area 384(321.07 sq.m.),5.0,5.0,2,2.0,North-East,Relatively New,,3456.0,,1.0,1.0,0.0,1.0,0.0,1.0,28.0,691.2
flat,m3m soulitude,sector 89,1.25,8784.0,1423.0,Built Up area: 1423 (132.2 sq.m.)Carpet area: 1190 sq.ft. (110.55 sq.m.),3.0,3.0,0,4.0,,Undefined,,1423.0,1190.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,474.3333333333333
house,ardee city,sector 52,2.25,16071.0,1400.0,Plot area 2160(200.67 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3.0,3.0,3,4.0,South-East,New Property,,1800.0,1400.0,0.0,1.0,0.0,0.0,0.0,1.0,22.0,466.6666666666667
flat,indiabulls enigma,sector 110,3.4,10000.0,3400.0,Super Built up area 3400(315.87 sq.m.),4.0,5.0,3,3.0,East,Relatively New,3400.0,,,0.0,1.0,1.0,0.0,0.0,0.0,90.0,850.0
flat,emaar gurgaon greens,sector 102,1.35,8182.0,1650.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3.0,3.0,3,5.0,North-West,Relatively New,1650.0,,1022.58,0.0,1.0,0.0,0.0,0.0,0.0,119.0,550.0
flat,la vida by tata housing,sector 113,1.32,10345.0,1276.0,Super Built up area 1276(118.54 sq.m.)Built Up area: 1199 sq.ft. (111.39 sq.m.)Carpet area: 1099 sq.ft. (102.1 sq.m.),2.0,2.0,2,3.0,North-East,Relatively New,1276.0,1199.0,1099.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,638.0
house,eros rosewood city,sector 49,1.6,3500.0,4572.0,Plot area 60(50.17 sq.m.),4.0,4.0,3,4.0,East,New Property,,60.0,,0.0,0.0,0.0,0.0,0.0,1.0,27.0,1143.0
house,independent,sector 25,6.5,36111.0,1800.0,Plot area 200(167.23 sq.m.),4.0,3.0,3,3.0,,Moderately Old,,1800.0,,1.0,0.0,0.0,1.0,0.0,0.0,19.0,450.0
flat,ats kocoon,sector 109,2.2,10023.0,2195.0,Super Built up area 2095(194.63 sq.m.)Built Up area: 1860 sq.ft. (172.8 sq.m.),3.0,4.0,3,8.0,North-East,Relatively New,2095.0,1860.0,,0.0,1.0,0.0,0.0,0.0,0.0,156.0,731.6666666666666
flat,mapsko royale ville,sector 82,0.97,5419.0,1790.0,Super Built up area 1790(166.3 sq.m.),3.0,4.0,2,16.0,North-West,Relatively New,1790.0,,,0.0,1.0,0.0,0.0,0.0,0.0,95.0,596.6666666666666
house,u block dlf phase 3 road no 21,sector 24,1.6,3292.0,4860.0,Plot area 60(50.17 sq.m.),7.0,5.0,3+,4.0,,Old Property,,540.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,694.2857142857143
house,independent,sector 39,5.15,14071.0,3660.0,Built Up area: 340,5.0,5.0,0,1.0,,Relatively New,,340.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,732.0
house,vipul tatvam villa,sector 48,8.4,21000.0,4000.0,Plot area 4000(371.61 sq.m.),4.0,5.0,3+,2.0,North,Moderately Old,,4000.0,,1.0,1.0,0.0,1.0,0.0,1.0,49.0,1000.0
flat,ramprastha skyz,sector 37d,1.1,6377.0,1725.0,Super Built up area 1725(160.26 sq.m.),3.0,3.0,3+,7.0,East,Under Construction,1725.0,,,0.0,0.0,0.0,0.0,0.0,0.0,109.0,575.0
flat,ambience creacions,sector 22,4.1,28101.0,1459.0,Super Built up area 2781(258.36 sq.m.)Carpet area: 1459 sq.ft. (135.55 sq.m.),3.0,3.0,3+,2.0,North-East,New Property,2781.0,,1459.0,0.0,0.0,0.0,0.0,0.0,2.0,119.0,486.3333333333333
flat,chd avenue,sector 71,1.16,6655.0,1743.0,Super Built up area 1743(161.93 sq.m.),3.0,3.0,3,5.0,South-West,Moderately Old,1743.0,,,0.0,1.0,0.0,0.0,0.0,1.0,73.0,581.0
flat,shree vardhman flora,sector 90,0.8,5926.0,1350.0,Built Up area: 1350 (125.42 sq.m.),2.0,3.0,2,0.0,,Undefined,,1350.0,,0.0,0.0,0.0,0.0,0.0,0.0,60.0,675.0
flat,sare homes,sector 92,1.19,5219.0,2280.0,Carpet area: 2280 (211.82 sq.m.),4.0,3.0,3,14.0,North,Relatively New,,,2280.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,570.0
flat,hsiidc sidco shivalik apartments,manesar,0.6,4000.0,1500.0,Super Built up area 1500(139.35 sq.m.)Carpet area: 1077 sq.ft. (100.06 sq.m.),3.0,2.0,2,5.0,South-East,Moderately Old,1500.0,,1077.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,500.0
flat,smart world gems,sector 89,1.05,9519.0,1103.0,Built Up area: 1103 (102.47 sq.m.),2.0,2.0,2,4.0,,Under Construction,,1103.0,,1.0,0.0,0.0,0.0,1.0,0.0,38.0,551.5
flat,corona optus,sector 37,1.43,7186.0,1990.0,Super Built up area 1990(184.88 sq.m.)Carpet area: 1680 sq.ft. (156.08 sq.m.),3.0,3.0,3+,2.0,North,Relatively New,1990.0,,1680.0,0.0,1.0,0.0,0.0,1.0,0.0,49.0,663.3333333333334
flat,m3m woodshire,sector 107,1.35,5718.0,2361.0,Super Built up area 2361(219.34 sq.m.)Built Up area: 1950 sq.ft. (181.16 sq.m.),3.0,4.0,3+,8.0,South,Relatively New,2361.0,1950.0,,0.0,1.0,0.0,0.0,0.0,1.0,74.0,787.0
flat,orris aster court premier,sector 85,1.45,6840.0,2120.0,Super Built up area 2120(196.95 sq.m.)Built Up area: 1616 sq.ft. (150.13 sq.m.),3.0,4.0,2,3.0,North,New Property,2120.0,1616.0,,0.0,1.0,0.0,0.0,0.0,0.0,16.0,706.6666666666666
flat,spaze privvy the address,sector 93,1.25,6898.0,1812.0,Super Built up area 1805(167.69 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),3.0,4.0,2,12.0,North-East,Relatively New,1805.0,1350.0,1100.0,0.0,0.0,0.0,0.0,0.0,1.0,96.0,604.0
flat,m3m golf hills phase 1,sector 79,1.7,10828.0,1570.0,Built Up area: 1570 (145.86 sq.m.)Carpet area: 1099 sq.ft. (102.1 sq.m.),3.0,2.0,3,10.0,,Undefined,,1570.0,1099.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,523.3333333333334
flat,puri emerald bay,sector 104,2.25,10465.0,2150.0,Super Built up area 2450(227.61 sq.m.)Carpet area: 2150 sq.ft. (199.74 sq.m.),3.0,4.0,3+,4.0,North,Relatively New,2450.0,,2150.0,0.0,1.0,0.0,0.0,0.0,1.0,159.0,716.6666666666666
flat,parsvnath green ville,sector 48,1.6,8377.0,1910.0,Super Built up area 1910(177.44 sq.m.)Built Up area: 1895 sq.ft. (176.05 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3.0,3.0,3+,8.0,North,Old Property,1910.0,1895.0,1800.0,0.0,0.0,0.0,0.0,1.0,1.0,49.0,636.6666666666666
house,independent,sector 12,1.4,8701.0,1609.0,Plot area 166(138.8 sq.m.),2.0,2.0,1,2.0,North-East,Old Property,,166.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,804.5
flat,today callidora,sector 73,0.9,5549.0,1622.0,Built Up area: 1622 (150.69 sq.m.),3.0,3.0,3,3.0,East,Under Construction,,1622.0,,0.0,1.0,0.0,0.0,0.0,0.0,63.0,540.6666666666666
house,house number b-34,sector 5,0.8,8889.0,900.0,Plot area 900(83.61 sq.m.)Built Up area: 900 sq.ft. (83.61 sq.m.),2.0,2.0,1,1.0,,Old Property,,900.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0
flat,dlf new town heights,sector 90,1.95,7151.0,2727.0,Super Built up area 2727(253.35 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),4.0,4.0,3+,24.0,North-East,Relatively New,2727.0,,2200.0,0.0,1.0,1.0,0.0,0.0,0.0,174.0,681.75
flat,the center court,sector 88a,2.1,12174.0,1725.0,Super Built up area 2175(202.06 sq.m.)Built Up area: 1745 sq.ft. (162.12 sq.m.)Carpet area: 1725 sq.ft. (160.26 sq.m.),4.0,4.0,3,0.0,East,New Property,2175.0,1745.0,1725.0,1.0,1.0,0.0,0.0,0.0,0.0,142.0,431.25
flat,shapoorji pallonji joyville gurugram,sector 102,1.24,10206.0,1215.0,Super Built up area 1215(112.88 sq.m.),2.0,2.0,2,10.0,East,Relatively New,1215.0,,,0.0,0.0,0.0,0.0,0.0,0.0,141.0,607.5
flat,vatika gurgaon,sector 83,0.84,6747.0,1245.0,Super Built up area 1245(115.66 sq.m.),2.0,2.0,2,7.0,East,Moderately Old,1245.0,,,0.0,0.0,0.0,0.0,0.0,1.0,157.0,622.5
flat,vatika sovereign park,sector 99,2.45,8813.0,2780.0,Super Built up area 2780(258.27 sq.m.),3.0,4.0,3,1.0,East,New Property,2780.0,,,0.0,1.0,0.0,0.0,0.0,1.0,165.0,926.6666666666666
flat,ss the leaf,sector 85,1.87,7779.0,2404.0,Super Built up area 2408(223.71 sq.m.)Built Up area: 2225 sq.ft. (206.71 sq.m.)Carpet area: 2175 sq.ft. (202.06 sq.m.),3.0,4.0,3,7.0,North-East,Relatively New,2408.0,2225.0,2175.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,801.3333333333334
house,"nirmal enclave, maruti kunj road",sector 11,0.24,5333.0,450.0,Plot area 450(41.81 sq.m.),2.0,2.0,0,2.0,North,Relatively New,,450.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0
flat,gls arawali homes,sohna road,0.32,6723.0,476.0,Built Up area: 476 (44.22 sq.m.),2.0,1.0,0,0.0,,Undefined,,476.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0
house,independent,sector 43,5.75,29716.0,1935.0,Plot area 215(179.77 sq.m.),4.0,4.0,2,2.0,North,Old Property,,1935.0,,0.0,1.0,1.0,1.0,0.0,0.0,34.0,483.75
house,independent,sector 105,0.7,5833.0,1200.0,Built Up area: 1200 (111.48 sq.m.),3.0,2.0,2,1.0,,Undefined,,1200.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0
house,independent,sector 24,2.75,7667.0,3587.0,Built Up area: 3000 (278.71 sq.m.),7.0,7.0,3+,3.0,North-East,Moderately Old,,3000.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,512.4285714285714
flat,the pearl apartmen,sector 15,0.43,5584.0,770.0,Carpet area: 770 (71.54 sq.m.),2.0,2.0,1,2.0,,Relatively New,,,770.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,385.0
flat,the close north,sector 50,2.92,11209.0,2605.0,Super Built up area 2605(242.01 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),3.0,3.0,3,10.0,North,Moderately Old,2605.0,2600.0,2100.0,0.0,1.0,0.0,0.0,0.0,1.0,174.0,868.3333333333334
flat,emaar palm gardens,sector 83,1.8,12000.0,1500.0,Carpet area: 1500 (139.35 sq.m.),3.0,4.0,3+,6.0,South-West,Relatively New,,,1500.0,0.0,1.0,0.0,0.0,0.0,1.0,96.0,500.0
house,independent,sector 25,8.0,8000.0,10000.0,Carpet area: 10000 (929.03 sq.m.),3.0,9.0,2,3.0,,New Property,,,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3333.3333333333335
flat,hcbs sports ville,sohna road,0.29,5588.0,519.0,Carpet area: 519 (48.22 sq.m.),2.0,2.0,1,4.0,,Relatively New,,,519.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,259.5
flat,experion the heartsong,sector 108,1.55,7738.0,2003.0,Super Built up area 2003(186.08 sq.m.)Built Up area: 1750 sq.ft. (162.58 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),3.0,3.0,3+,7.0,North-East,Relatively New,2003.0,1750.0,1550.0,0.0,1.0,0.0,1.0,0.0,1.0,174.0,667.6666666666666
house,suncity township,sector 54,25.0,31110.0,8036.0,Plot area 1000(836.13 sq.m.),4.0,4.0,3+,2.0,North,Moderately Old,,1000.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2009.0
house,independent,sector 2,19.5,27083.0,7200.0,Plot area 800(668.9 sq.m.),8.0,9.0,3+,2.0,North,New Property,,7200.0,,1.0,1.0,0.0,1.0,0.0,0.0,122.0,900.0
flat,ss the leaf,sector 85,1.05,6402.0,1640.0,Super Built up area 1640(152.36 sq.m.),2.0,2.0,3,6.0,North-East,Relatively New,1640.0,,,0.0,0.0,0.0,0.0,1.0,0.0,49.0,820.0
flat,tulip violet,sector 69,1.7,8625.0,1971.0,Super Built up area 1970(183.02 sq.m.),4.0,4.0,1,12.0,North-West,Relatively New,1970.0,,,0.0,0.0,0.0,0.0,0.0,0.0,88.0,492.75
flat,dhoot time residency,sector 63,3.0,18270.0,1642.0,Built Up area: 1642 (152.55 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3.0,3.0,3+,14.0,,Relatively New,,1642.0,1500.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,547.3333333333334
flat,raheja vedaanta,sector 108,0.8,4080.0,1961.0,Super Built up area 1838(170.76 sq.m.),3.0,3.0,3,9.0,North-East,Relatively New,1838.0,,,0.0,0.0,0.0,1.0,0.0,0.0,174.0,653.6666666666666
flat,m3m golfestate,sector 65,4.94,16234.0,3043.0,Super Built up area 3043(282.7 sq.m.),3.0,4.0,3,15.0,North-East,Moderately Old,3043.0,,,0.0,1.0,0.0,0.0,0.0,0.0,165.0,1014.3333333333334
house,international city by sobha phase 2,sector 109,9.4,26111.0,3600.0,Plot area 400(334.45 sq.m.),5.0,6.0,3+,2.0,North-East,Relatively New,,3600.0,,1.0,1.0,1.0,1.0,0.0,1.0,147.0,720.0
flat,shree vardhman victoria,sector 70,1.63,8359.0,1950.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3.0,3.0,3,5.0,East,New Property,1950.0,,1161.0,0.0,1.0,0.0,0.0,1.0,0.0,49.0,650.0
flat,laxmi apartment sector 99a gurgaon,sector 99,0.3,4615.0,650.0,Super Built up area 650(60.39 sq.m.)Carpet area: 550 sq.ft. (51.1 sq.m.),2.0,2.0,1,4.0,,New Property,650.0,,550.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,325.0
flat,sare crescent parc,sector 92,0.51,4080.0,1250.0,Super Built up area 1250(116.13 sq.m.),3.0,2.0,2,2.0,North,Relatively New,1250.0,,,0.0,0.0,0.0,0.0,0.0,0.0,72.0,416.6666666666667
flat,shapoorji pallonji joyville gurugram,sector 102,1.28,10535.0,1215.0,Super Built up area 1215(112.88 sq.m.),2.0,2.0,3,10.0,East,Relatively New,1215.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.0,607.5
flat,signature global park,sohna road,0.54,7200.0,750.0,Carpet area: 750 (69.68 sq.m.),2.0,2.0,2,4.0,North-East,Under Construction,,,750.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,375.0
flat,ramprastha the atrium,sector 37d,1.0,7782.0,1285.0,Super Built up area 1285(119.38 sq.m.),3.0,3.0,2,4.0,,Relatively New,1285.0,,,0.0,0.0,0.0,0.0,0.0,0.0,13.0,428.3333333333333
flat,umang monsoon breeze,sector 78,0.9,4615.0,1950.0,Super Built up area 1950(181.16 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1854 sq.ft. (172.24 sq.m.),3.0,3.0,2,1.0,,Moderately Old,1950.0,1900.0,1854.0,0.0,1.0,0.0,1.0,0.0,0.0,65.0,650.0
flat,sare crescent parc,sector 92,1.0,4778.0,2093.0,Built Up area: 2093 (194.45 sq.m.),4.0,4.0,3,9.0,,Undefined,,2093.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,523.25
flat,green court,sector 90,0.45,7188.0,626.0,Carpet area: 626 (58.16 sq.m.),2.0,2.0,1,2.0,,New Property,,,626.0,0.0,0.0,0.0,0.0,0.0,1.0,42.0,313.0
flat,bestech park view sanskruti,sector 92,1.83,7871.0,2325.0,Super Built up area 2325(216 sq.m.),4.0,3.0,3,8.0,East,New Property,2325.0,,,0.0,1.0,0.0,0.0,0.0,0.0,128.0,581.25
house,vatika india next,sector 82,6.8,20988.0,3240.0,Plot area 360(301.01 sq.m.),4.0,4.0,3+,3.0,North-East,Relatively New,,3240.0,,0.0,1.0,0.0,0.0,0.0,2.0,110.0,810.0
flat,m3m merlin,sector 67,3.4,14419.0,2358.0,Super Built up area 2358(219.07 sq.m.)Carpet area: 1708 sq.ft. (158.68 sq.m.),3.0,4.0,3,16.0,North-West,Relatively New,2358.0,,1708.0,0.0,1.0,0.0,0.0,0.0,1.0,174.0,786.0
flat,emaar gurgaon greens,sector 102,1.4,8485.0,1650.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3.0,3.0,3,3.0,East,Relatively New,1650.0,,1022.58,0.0,1.0,0.0,0.0,0.0,0.0,60.0,550.0
flat,bptp pedestal,sector 70a,1.6,10159.0,1575.0,Carpet area: 1575 (146.32 sq.m.),3.0,3.0,3,2.0,North-East,New Property,,,1575.0,0.0,1.0,0.0,0.0,1.0,0.0,77.0,525.0
flat,m3m woodshire,sector 107,0.8,5857.0,1366.0,Super Built up area 1366(126.91 sq.m.),2.0,2.0,3+,14.0,,New Property,1366.0,,,0.0,0.0,0.0,0.0,0.0,0.0,67.0,683.0
flat,vatika the seven lamps,sector 82,1.28,6819.0,1877.0,Super Built up area 1877(174.38 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3.0,3.0,3,3.0,North,Relatively New,1877.0,1800.0,1500.0,1.0,0.0,0.0,0.0,0.0,1.0,165.0,625.6666666666666
flat,orris carnation residency,sector 85,0.8,4857.0,1647.0,Super Built up area 1645(152.83 sq.m.)Built Up area: 1390 sq.ft. (129.14 sq.m.)Carpet area: 1275 sq.ft. (118.45 sq.m.),3.0,4.0,3,4.0,West,Relatively New,1645.0,1390.0,1275.0,0.0,1.0,0.0,0.0,0.0,1.0,40.0,549.0
