property_type,sector,price,bedRoom,bathroom,balcony,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_category,floor_category
flat,sector 69,1.36,3.0,3.0,1,Relatively New,1291.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 80,1.1,3.0,3.0,3,Moderately Old,1580.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 69,1.95,4.0,4.0,2,Relatively New,1819.0,0.0,0.0,0.0,High,Low Floor
flat,sector 86,1.27,3.0,4.0,3,Relatively New,1800.0,1.0,0.0,0.0,Medium,High Floor
flat,sector 85,1.19,2.0,2.0,3,Relatively New,1670.0,0.0,0.0,0.0,Low,High Floor
flat,sector 37d,2.08,4.0,4.0,3,New Property,2211.0,1.0,0.0,0.0,Medium,Low Floor
flat,sector 102,1.2,2.0,2.0,3,Relatively New,1073.0,0.0,0.0,0.0,Low,Low Floor
house,sohna road,0.07,1.0,1.0,0,Relatively New,33.0,0.0,0.0,0.0,Low,Low Floor
house,sector 109,5.7,4.0,4.0,3+,Relatively New,5400.0,1.0,0.0,0.0,Medium,Mid Floor
house,sector 25,9.5,9.0,9.0,3+,Old Property,2844.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 81,0.96,2.0,2.0,2,Under Construction,1194.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 81,2.35,3.0,4.0,3+,Relatively New,1558.0,1.0,0.0,0.0,Medium,High Floor
flat,sector 61,2.2,3.0,3.0,2,New Property,1721.0,0.0,0.0,0.0,High,Mid Floor
house,sector 48,5.15,5.0,7.0,3,Moderately Old,2727.0,1.0,0.0,1.0,Medium,Low Floor
flat,sector 61,1.65,2.0,2.0,2,Under Construction,1333.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 33,1.35,3.0,4.0,2,Moderately Old,1398.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 37d,0.5,3.0,3.0,2,Under Construction,778.0,0.0,0.0,0.0,Low,Low Floor
house,sector 70a,6.0,5.0,4.0,3,New Property,2700.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 109,2.1,3.0,4.0,3+,Relatively New,2100.0,1.0,0.0,1.0,High,High Floor
flat,sector 70,1.1,3.0,2.0,2,Relatively New,1350.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 4,0.43,2.0,2.0,1,Relatively New,722.0,0.0,0.0,0.0,Low,Low Floor
flat,manesar,1.25,4.0,4.0,3+,Moderately Old,2946.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 89,1.6,3.0,3.0,3,New Property,1774.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 82a,2.6,4.0,4.0,3+,Relatively New,2273.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 83,1.4,4.0,4.0,3,Relatively New,2167.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 67,2.78,3.0,3.0,3+,Relatively New,2047.0,0.0,0.0,1.0,High,Mid Floor
flat,sector 2,0.56,1.0,1.0,2,Moderately Old,722.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 77,2.1,3.0,4.0,3+,New Property,1600.0,1.0,0.0,1.0,Medium,High Floor
house,sector 56,2.95,2.0,2.0,2,Moderately Old,1449.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 65,2.6,3.0,3.0,3+,Relatively New,1650.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 37,0.7,2.0,3.0,3+,Under Construction,1299.0,0.0,0.0,0.0,Medium,High Floor
house,sector 25,10.85,6.0,6.0,1,Relatively New,2844.0,0.0,1.0,1.0,Medium,Mid Floor
flat,manesar,1.0,3.0,4.0,0,New Property,2480.0,0.0,0.0,0.0,Low,Mid Floor
house,sector 4,0.55,2.0,1.0,1,Moderately Old,75.0,0.0,0.0,0.0,Low,Low Floor
house,sector 31,3.69,4.0,4.0,2,Moderately Old,1557.0,1.0,0.0,1.0,Medium,Low Floor
flat,sector 85,2.0,3.0,4.0,3,Relatively New,2179.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 106,1.17,3.0,4.0,3+,Relatively New,1186.0,1.0,0.0,0.0,Low,High Floor
house,sector 12,1.5,5.0,5.0,2,Old Property,1350.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 70a,1.25,2.0,2.0,3,Relatively New,1402.0,0.0,0.0,0.0,Low,High Floor
flat,sector 67,1.2,3.0,3.0,2,Relatively New,200.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 81,0.9,2.0,2.0,3,New Property,1231.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 65,1.7,3.0,3.0,3,Relatively New,1081.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 50,2.65,3.0,3.0,3+,Moderately Old,2491.0,1.0,0.0,0.0,High,Mid Floor
flat,sohna road,1.05,2.0,2.0,3,New Property,1175.97,0.0,0.0,0.0,Low,Low Floor
flat,sector 60,3.7,4.0,5.0,3,Relatively New,2534.0,1.0,0.0,1.0,High,Mid Floor
house,sector 57,3.49,4.0,4.0,2,Moderately Old,1728.0,1.0,0.0,1.0,Low,Mid Floor
flat,sector 37d,1.65,3.0,3.0,2,Relatively New,1699.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 68,1.8,3.0,3.0,3+,Relatively New,1845.0,0.0,0.0,1.0,Medium,High Floor
flat,sector 107,0.8,2.0,2.0,3+,Relatively New,1204.0,0.0,0.0,1.0,High,Mid Floor
house,sector 12,1.7,1.0,1.0,2,Old Property,2000.0,0.0,0.0,0.0,Low,Low Floor
flat,sohna road,0.27,2.0,2.0,2,Relatively New,619.0,0.0,0.0,0.0,Low,Mid Floor
house,sector 8,0.45,1.0,1.0,1,Moderately Old,556.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 106,0.87,2.0,2.0,3+,New Property,1120.0,0.0,0.0,0.0,High,Low Floor
flat,sector 107,0.88,2.0,2.0,3+,Relatively New,1236.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 67a,1.85,4.0,4.0,0,New Property,2556.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 61,2.04,3.0,3.0,3+,Moderately Old,1595.0,1.0,0.0,1.0,High,High Floor
house,sector 11,2.1,2.0,6.0,3+,Relatively New,1215.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 81,2.25,3.0,3.0,3+,Relatively New,1929.0,1.0,0.0,2.0,High,High Floor
flat,sector 58,2.2,2.0,2.0,2,Relatively New,1244.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 71,0.39,1.0,1.0,2,New Property,294.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 24,5.8,3.0,4.0,3+,Old Property,3700.0,1.0,0.0,2.0,Medium,Mid Floor
flat,sector 81,0.95,2.0,2.0,2,Relatively New,1150.0,0.0,0.0,1.0,High,High Floor
flat,sector 90,0.7,2.0,3.0,2,Relatively New,1502.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 37,1.27,3.0,3.0,3,Relatively New,1581.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 108,1.25,3.0,2.0,0,Relatively New,1991.0,0.0,0.0,1.0,Medium,Low Floor
flat,sector 82a,2.85,4.0,4.0,3+,New Property,2179.0,1.0,0.0,2.0,High,Low Floor
house,sector 48,7.25,3.0,4.0,2,Moderately Old,2592.0,1.0,1.0,1.0,Medium,Low Floor
flat,sohna road,0.75,3.0,2.0,3+,New Property,1201.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 103,2.14,4.0,6.0,3+,Relatively New,2718.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 33,1.07,2.0,2.0,2,Under Construction,1253.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 85,2.6,3.0,3.0,3,Under Construction,2129.0,1.0,0.0,0.0,Low,High Floor
house,sector 112,9.5,5.0,5.0,3,Relatively New,7450.0,1.0,0.0,0.0,Low,Low Floor
house,sector 4,1.1,4.0,4.0,3+,Old Property,1800.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 107,1.3,3.0,3.0,3,Relatively New,1547.0,0.0,0.0,0.0,Medium,Mid Floor
flat,manesar,0.91,3.0,3.0,3+,Moderately Old,1900.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 106,1.14,3.0,4.0,3,Relatively New,1305.0,1.0,0.0,0.0,Low,Mid Floor
house,sector 9,0.6,2.0,2.0,1,Moderately Old,558.0,0.0,0.0,0.0,Low,Low Floor
house,sector 104,0.6,4.0,3.0,1,Moderately Old,1170.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 95,0.17,1.0,1.0,1,Relatively New,3569.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 28,3.0,3.0,5.0,3+,Old Property,2590.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 85,1.31,2.0,2.0,2,Relatively New,1822.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 99,3.2,4.0,4.0,0,Under Construction,3225.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 106,1.0,2.0,2.0,3+,New Property,940.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 68,1.85,3.0,3.0,3+,Under Construction,1798.0,0.0,0.0,0.0,Low,High Floor
flat,sector 103,0.8,2.0,2.0,0,Relatively New,1450.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 81,0.39,2.0,2.0,2,Relatively New,667.0,0.0,0.0,0.0,Low,Mid Floor
house,sector 49,4.45,6.0,6.0,3,Moderately Old,2880.0,1.0,1.0,2.0,High,Mid Floor
flat,sector 107,0.5,3.0,2.0,2,Relatively New,717.0,0.0,0.0,0.0,Low,Mid Floor
house,sector 55,1.45,1.0,4.0,3+,Relatively New,60.0,0.0,1.0,0.0,Medium,Mid Floor
flat,sohna road,0.5,2.0,2.0,2,New Property,591.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 30,3.55,3.0,5.0,3+,Old Property,2367.0,1.0,0.0,1.0,Medium,High Floor
house,sector 33,8.0,4.0,4.0,3+,Old Property,7000.0,1.0,1.0,0.0,Medium,Low Floor
house,sector 4,4.12,2.0,1.0,3+,Moderately Old,4635.0,0.0,0.0,0.0,Low,Low Floor
house,sector 92,2.75,4.0,4.0,3+,Relatively New,5000.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 92,1.1,4.0,3.0,2,New Property,1778.0,0.0,0.0,0.0,Low,High Floor
flat,sector 92,1.6,3.0,3.0,3,Relatively New,1765.0,1.0,0.0,1.0,Medium,Mid Floor
house,sector 89,1.25,3.0,3.0,2,Under Construction,1423.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 84,1.1,3.0,3.0,2,Relatively New,1584.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 91,0.89,2.0,2.0,3+,Relatively New,1302.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 66,3.4,3.0,4.0,3,Relatively New,2200.0,1.0,1.0,1.0,Medium,Mid Floor
house,sector 17,3.0,4.0,4.0,0,Old Property,3000.0,0.0,0.0,0.0,Low,Low Floor
house,sector 14,5.51,3.0,3.0,2,Moderately Old,3249.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 103,1.69,3.0,3.0,3+,Relatively New,1670.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 50,2.75,3.0,3.0,3,Moderately Old,2400.0,1.0,0.0,0.0,Medium,Mid Floor
house,sector 50,10.3,5.0,6.0,3+,Moderately Old,3240.0,1.0,1.0,1.0,High,Mid Floor
flat,sector 95,0.56,2.0,2.0,3,New Property,896.0,0.0,0.0,0.0,Low,High Floor
flat,sector 40,1.5,1.0,1.0,0,Moderately Old,300.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 33,1.27,2.0,2.0,3+,Under Construction,1252.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 103,1.25,3.0,4.0,3,Under Construction,2012.0,1.0,0.0,0.0,Medium,High Floor
flat,sector 66,4.5,5.0,5.0,3+,New Property,3321.0,1.0,0.0,0.0,Medium,High Floor
flat,sector 21,1.4,5.0,4.0,2,Moderately Old,2172.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 90,0.4,2.0,2.0,1,New Property,575.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 28,1.0,1.0,1.0,1,Old Property,995.0,0.0,0.0,1.0,Medium,Low Floor
flat,sector 69,3.25,4.0,5.0,3+,Relatively New,2910.0,0.0,0.0,0.0,Low,High Floor
flat,sector 89,1.3,3.0,3.0,2,New Property,1581.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 56,1.74,3.0,3.0,3+,Old Property,2400.0,1.0,0.0,1.0,Medium,Low Floor
flat,sector 3,0.55,2.0,2.0,2,Old Property,900.0,0.0,0.0,0.0,Medium,Low Floor
flat,sector 85,1.3,2.0,2.0,3,Under Construction,1130.0,0.0,0.0,0.0,Medium,High Floor
house,sector 17,0.29,2.0,1.0,0,Old Property,891.0,0.0,0.0,0.0,Low,Low Floor
house,sohna road,0.5,2.0,4.0,3,Relatively New,725.0,0.0,0.0,0.0,Low,Mid Floor
house,sector 41,7.25,9.0,8.0,3,Old Property,2475.0,1.0,0.0,1.0,Medium,Mid Floor
house,sector 61,2.01,3.0,3.0,3,Under Construction,1549.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 49,1.79,3.0,3.0,3,Old Property,1556.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 37d,1.2,3.0,3.0,3,Relatively New,1000.0,0.0,1.0,0.0,Medium,Mid Floor
house,sector 108,1.7,4.0,4.0,3+,Relatively New,3000.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 70a,1.6,2.0,2.0,2,Moderately Old,1416.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 92,0.9,3.0,2.0,3,Relatively New,1240.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 109,1.9,4.0,4.0,3,Relatively New,2765.0,1.0,0.0,0.0,High,Mid Floor
flat,sector 102,1.9,3.0,3.0,3+,Relatively New,2099.0,0.0,1.0,0.0,Low,Mid Floor
flat,sector 86,1.25,3.0,4.0,3,Relatively New,1339.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 81,4.45,4.0,4.0,3+,Relatively New,3850.0,1.0,0.0,1.0,Low,Mid Floor
flat,sector 63,7.9,4.0,4.0,3+,Under Construction,3950.0,0.0,0.0,0.0,Medium,High Floor
house,sector 63a,8.5,6.0,6.0,3+,Under Construction,3132.0,0.0,1.0,0.0,Low,Mid Floor
flat,sector 66,2.4,3.0,2.0,3,Relatively New,1700.0,1.0,0.0,1.0,High,Mid Floor
flat,sector 113,1.5,2.0,2.0,2,New Property,1155.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 37d,0.98,3.0,3.0,3+,Relatively New,1675.0,0.0,0.0,0.0,High,Mid Floor
flat,sector 65,2.29,2.0,2.0,3,Under Construction,1592.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 71,1.3,4.0,4.0,3,Moderately Old,2127.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 63a,3.15,3.0,3.0,3,Under Construction,2153.0,0.0,0.0,0.0,Low,Mid Floor
house,sector 50,5.88,3.0,9.0,3+,Relatively New,2160.0,1.0,0.0,2.0,Medium,Mid Floor
flat,sector 99,1.6,3.0,4.0,0,New Property,2400.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 54,5.75,3.0,4.0,3,Relatively New,2329.0,1.0,0.0,2.0,High,High Floor
house,sector 24,3.51,4.0,4.0,3,Under Construction,2844.0,1.0,1.0,1.0,High,Mid Floor
flat,sector 86,0.41,2.0,2.0,1,Relatively New,668.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 81,2.29,3.0,4.0,3+,Relatively New,2315.0,1.0,0.0,2.0,High,Mid Floor
house,sector 66,9.01,4.0,4.0,3+,Relatively New,5574.7,1.0,1.0,0.0,Medium,Mid Floor
flat,sector 89,1.25,3.0,3.0,2,New Property,1581.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 65,13.2,4.0,4.0,3,Moderately Old,12222.0,1.0,0.0,0.0,Medium,High Floor
house,sector 28,3.5,2.0,6.0,3,Relatively New,1350.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 95,0.55,3.0,2.0,2,New Property,811.0,0.0,0.0,1.0,Medium,High Floor
flat,sector 103,1.05,2.0,2.0,3,Relatively New,1365.0,0.0,0.0,1.0,Medium,Low Floor
flat,sector 85,1.2,2.0,2.0,3,Relatively New,1300.0,0.0,0.0,1.0,High,Mid Floor
flat,sector 70,1.1,2.0,2.0,2,Relatively New,1444.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 104,1.85,3.0,3.0,3+,Relatively New,2072.0,1.0,0.0,0.0,High,High Floor
flat,sector 10,1.1,3.0,3.0,3,Moderately Old,1833.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 85,1.2,2.0,2.0,3+,Relatively New,1491.0,0.0,1.0,0.0,Medium,Mid Floor
flat,sector 102,1.26,2.0,2.0,2,Relatively New,1100.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 107,0.28,2.0,2.0,2,Relatively New,543.0,0.0,0.0,0.0,Low,High Floor
flat,sector 69,1.5,3.0,3.0,2,Relatively New,1492.0,0.0,0.0,1.0,High,Mid Floor
flat,sector 82,1.6,4.0,5.0,3+,Relatively New,2195.0,1.0,0.0,0.0,Medium,Mid Floor
house,sector 2,4.95,6.0,5.0,3+,Relatively New,2430.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 79,1.91,3.0,4.0,3+,Relatively New,2031.0,1.0,0.0,0.0,High,Mid Floor
flat,sohna road,0.56,2.0,2.0,3,New Property,913.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 112,4.75,3.0,5.0,3+,Relatively New,3405.0,1.0,0.0,1.0,Low,Mid Floor
house,sector 109,12.0,5.0,6.0,3,Relatively New,7000.0,1.0,0.0,1.0,High,Low Floor
house,sector 45,17.0,5.0,8.0,3+,Relatively New,4500.0,1.0,1.0,2.0,High,Mid Floor
flat,sector 102,0.95,2.0,2.0,2,Relatively New,915.0,0.0,0.0,0.0,Low,High Floor
flat,sector 37,0.95,3.0,1.0,0,Relatively New,1820.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 79,1.4,2.0,2.0,2,Relatively New,1556.0,1.0,1.0,2.0,Medium,Mid Floor
flat,sector 50,2.65,3.0,4.0,3+,Moderately Old,2470.0,1.0,0.0,1.0,High,Mid Floor
flat,sector 112,4.25,3.0,5.0,2,Relatively New,3000.0,1.0,0.0,0.0,Medium,High Floor
flat,sector 48,5.15,3.0,3.0,3+,Moderately Old,2364.0,1.0,0.0,2.0,Medium,Mid Floor
house,sector 109,7.0,4.0,4.0,3+,Relatively New,5400.0,0.0,0.0,1.0,Medium,Low Floor
flat,dwarka expressway,2.0,3.0,3.0,3,New Property,1357.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 83,1.75,3.0,3.0,3+,Relatively New,1549.0,1.0,0.0,0.0,Medium,High Floor
flat,sector 92,0.78,2.0,2.0,2,New Property,1083.0,0.0,0.0,1.0,Low,Low Floor
house,sohna road,0.5,2.0,1.0,2,Moderately Old,900.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 104,2.6,3.0,4.0,3+,Relatively New,2061.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 90,1.26,3.0,3.0,3,Relatively New,1603.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 112,3.1,2.0,2.0,3,Relatively New,1500.0,1.0,1.0,1.0,Medium,Mid Floor
flat,sector 67a,2.0,3.0,3.0,3,New Property,1584.0,0.0,0.0,0.0,Low,High Floor
flat,sector 92,0.75,3.0,2.0,2,Relatively New,1556.0,0.0,0.0,0.0,Low,High Floor
flat,sector 104,0.49,3.0,2.0,2,Under Construction,695.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sohna road,0.26,2.0,2.0,1,Relatively New,535.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 63a,2.1,2.0,2.0,2,Under Construction,1400.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 65,2.24,3.0,3.0,3,Relatively New,1833.0,1.0,0.0,0.0,Low,Low Floor
flat,sector 37d,1.55,3.0,3.0,3+,Relatively New,1639.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 85,1.8,3.0,3.0,3,Under Construction,141.0,0.0,0.0,0.0,Low,High Floor
house,sector 47,4.6,2.0,6.0,3+,Moderately Old,1728.0,0.0,0.0,2.0,Medium,Mid Floor
house,sector 2,5.7,9.0,9.0,3+,Moderately Old,2430.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 36,0.42,2.0,2.0,1,New Property,590.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 103,1.35,3.0,3.0,3+,Relatively New,1620.0,0.0,0.0,1.0,High,Mid Floor
flat,sector 85,1.04,2.0,3.0,3+,Relatively New,1576.0,0.0,1.0,0.0,Medium,Mid Floor
flat,sector 102,1.45,3.0,3.0,3,Relatively New,1493.0,1.0,0.0,0.0,High,Mid Floor
flat,sector 61,1.5,2.0,2.0,2,Under Construction,1333.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 37d,1.65,4.0,3.0,3+,Relatively New,2091.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 56,1.45,3.0,3.0,3+,Old Property,1900.0,1.0,0.0,0.0,High,Mid Floor
flat,sector 65,4.95,3.0,3.0,3,Relatively New,2816.0,1.0,0.0,1.0,Medium,Mid Floor
flat,sector 43,6.2,4.0,4.0,3+,Moderately Old,2712.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 81,0.65,2.0,2.0,2,Moderately Old,985.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 49,2.65,3.0,4.0,3,Moderately Old,2251.0,1.0,0.0,1.0,Medium,High Floor
flat,manesar,0.95,3.0,4.0,3,Moderately Old,2232.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 113,1.5,2.0,2.0,2,New Property,1418.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 77,0.71,2.0,2.0,2,Relatively New,1057.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 69,1.78,4.0,4.0,2,Relatively New,1819.0,0.0,0.0,1.0,High,Mid Floor
house,sector 26,13.5,5.0,5.0,3+,Relatively New,4518.0,1.0,0.0,2.0,Low,Low Floor
house,sector 66,9.0,4.0,4.0,3+,Relatively New,5200.0,1.0,1.0,1.0,Medium,Low Floor
flat,sector 88,0.92,2.0,2.0,2,Relatively New,1300.0,0.0,0.0,0.0,High,Mid Floor
flat,sector 90,1.25,3.0,3.0,3+,Relatively New,1929.0,1.0,0.0,0.0,Medium,Mid Floor
house,sector 38,3.5,3.0,2.0,3,Moderately Old,1458.0,0.0,1.0,1.0,Medium,Low Floor
house,sector 43,1.95,3.0,4.0,3+,New Property,1935.0,1.0,0.0,1.0,Medium,Mid Floor
flat,sector 83,1.1,3.0,3.0,3,Relatively New,1570.0,1.0,0.0,1.0,Medium,High Floor
flat,sector 102,2.15,3.0,4.0,3+,Relatively New,1945.0,1.0,0.0,1.0,Medium,High Floor
flat,sector 50,1.14,2.0,2.0,2,Moderately Old,1330.0,0.0,0.0,1.0,High,High Floor
flat,sector 33,1.45,3.0,2.0,3,Under Construction,1512.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 109,1.4,3.0,3.0,3+,Relatively New,1584.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 88a,2.65,3.0,3.0,3+,New Property,1582.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 103,0.99,3.0,4.0,3+,Relatively New,1731.0,1.0,0.0,0.0,High,Low Floor
flat,sector 24,14.0,4.0,5.0,3,Old Property,6300.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 57,1.12,2.0,2.0,1,Old Property,950.0,0.0,0.0,0.0,Medium,Low Floor
house,sector 57,3.3,4.0,3.0,3+,Moderately Old,1665.0,1.0,1.0,0.0,High,Low Floor
flat,sector 69,1.55,3.0,3.0,2,Relatively New,1428.0,0.0,0.0,1.0,Medium,Low Floor
flat,sector 61,1.7,2.0,2.0,2,Under Construction,1278.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 95,0.45,2.0,2.0,2,New Property,632.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 109,1.35,3.0,2.0,3+,Relatively New,1477.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 102,1.35,3.0,4.0,3+,Relatively New,1400.0,1.0,0.0,1.0,High,Mid Floor
flat,sector 95,0.8,2.0,2.0,3,New Property,713.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 92,0.85,3.0,3.0,3,Relatively New,1801.0,0.0,0.0,0.0,Medium,Low Floor
flat,sector 90,1.99,4.0,4.0,3+,Relatively New,3030.0,1.0,0.0,1.0,Medium,Mid Floor
flat,sector 109,1.7,3.0,3.0,3+,Relatively New,2303.0,1.0,0.0,0.0,High,Mid Floor
flat,gwal pahari,1.5,4.0,4.0,3+,Moderately Old,1850.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 37d,0.45,2.0,3.0,2,Under Construction,656.0,0.0,0.0,0.0,Low,Mid Floor
house,sector 56,8.0,10.0,10.0,3+,Relatively New,8286.0,1.0,0.0,2.0,Medium,Mid Floor
flat,sector 56,0.58,1.0,1.0,1,Old Property,672.0,0.0,0.0,0.0,Medium,Low Floor
flat,sector 90,0.5,2.0,2.0,1,New Property,650.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 102,2.0,3.0,4.0,3+,Relatively New,1900.0,1.0,0.0,1.0,High,High Floor
flat,sector 56,0.65,1.0,1.0,1,Moderately Old,839.0,0.0,0.0,0.0,Medium,Low Floor
flat,sohna road,0.42,2.0,2.0,1,New Property,590.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 95,0.82,2.0,2.0,3+,New Property,1095.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 106,1.15,3.0,4.0,3,Relatively New,1305.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 22,4.3,3.0,4.0,3+,Relatively New,2600.0,1.0,0.0,2.0,Medium,Mid Floor
flat,sector 70a,2.5,3.0,3.0,3+,Relatively New,1723.0,0.0,0.0,1.0,High,High Floor
flat,sector 103,1.65,3.0,3.0,3+,Relatively New,1683.0,0.0,0.0,0.0,Low,High Floor
flat,sector 79,1.45,2.0,2.0,3+,Relatively New,1494.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 4,0.21,1.0,1.0,1,Relatively New,500.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 37,0.75,2.0,2.0,3+,Relatively New,1430.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 83,1.48,3.0,3.0,3,Relatively New,1549.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 48,5.0,3.0,4.0,3,Moderately Old,4778.0,0.0,0.0,0.0,Medium,High Floor
flat,sohna road,0.85,2.0,2.0,3,New Property,978.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 70,1.64,3.0,5.0,3,Relatively New,1527.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 111,3.45,4.0,5.0,3+,Relatively New,2670.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 95,0.31,2.0,2.0,1,Relatively New,610.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sohna road,0.46,2.0,2.0,2,Relatively New,800.0,0.0,0.0,2.0,Medium,Mid Floor
flat,sector 67,0.8,1.0,1.0,0,Relatively New,610.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 49,1.9,3.0,3.0,3,Moderately Old,2006.0,1.0,0.0,1.0,Medium,Mid Floor
flat,sector 33,2.2,3.0,3.0,3,New Property,1900.0,1.0,0.0,1.0,Low,High Floor
