property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,bestech park view grand spa,sector 81,3.0,9419.0,4.0,5.0,2,6.0,Relatively New,2882.0,0.0,1.0,0.0,0.0,0.0,1.0,110.0
flat,signature global park,sohna road,0.58,7056.0,2.0,2.0,2,3.0,Relatively New,822.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0
flat,m3m skycity,sector 65,2.85,15591.0,3.0,3.0,3,43.0,Under Construction,1828.0,0.0,0.0,0.0,0.0,0.0,1.0,115.0
flat,adani m2k oyster grande,sector 102,2.4,9306.0,3.0,4.0,3+,3.0,Relatively New,2334.0,1.0,0.0,0.0,0.0,0.0,1.0,49.0
flat,tata primanti,sector 72,6.5,15294.0,4.0,4.0,3+,0.0,Relatively New,3846.0,1.0,1.0,0.0,1.0,0.0,0.0,67.0
flat,mapsko mount ville,sector 79,1.28,8556.0,3.0,3.0,3,16.0,Relatively New,1265.0,1.0,0.0,0.0,0.0,0.0,1.0,128.0
flat,hsiidc sidco shivalik apartments,manesar,0.85,5102.0,3.0,2.0,2,5.0,Moderately Old,1508.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,indiabulls enigma,sector 110,4.25,10954.0,5.0,5.0,3+,4.0,Relatively New,3511.0,0.0,1.0,0.0,0.0,0.0,0.0,101.0
flat,ansal housing highland park,sector 103,0.8,5878.0,2.0,2.0,3,3.0,New Property,1089.0,0.0,0.0,0.0,1.0,0.0,0.0,174.0
flat,m3m heights,sector 65,2.25,13612.0,2.0,2.0,3,5.0,Under Construction,1592.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0
house,international city by sobha phase 2,sector 109,10.0,27778.0,4.0,5.0,3+,2.0,New Property,3600.0,1.0,1.0,0.0,1.0,1.0,1.0,49.0
flat,signature global city,sector 37d,0.8,8421.0,2.0,2.0,2,2.0,Under Construction,860.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0
flat,conscient elevate,sector 59,4.02,17501.0,3.0,3.0,1,3.0,Under Construction,2550.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
flat,indiabulls centrum park,sector 103,2.4,8348.0,4.0,6.0,3+,15.0,Relatively New,2456.0,0.0,1.0,0.0,0.0,0.0,0.0,156.0
flat,vatika gurgaon,sector 83,1.12,6455.0,3.0,3.0,2,17.0,Moderately Old,1500.0,0.0,0.0,0.0,0.0,0.0,1.0,111.0
flat,antriksh heights,sector 84,1.05,5012.0,4.0,4.0,3+,3.0,New Property,1896.0,1.0,0.0,0.0,0.0,0.0,0.0,66.0
flat,cghs vidya enclave,sector 56,1.7,10968.0,3.0,2.0,3,6.0,Old Property,1585.0,0.0,0.0,1.0,0.0,0.0,0.0,101.0
flat,ss,sector 85,2.1,7468.0,4.0,4.0,3,2.0,Relatively New,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
flat,ambience lagoon,sector 24,4.25,13281.0,3.0,4.0,3+,3.0,Old Property,3201.0,0.0,1.0,0.0,1.0,0.0,1.0,143.0
flat,conscient heritage max,sector 102,2.22,13875.0,3.0,4.0,3+,15.0,Relatively New,2000.0,1.0,1.0,0.0,0.0,0.0,0.0,82.0
house,shivaji nagar residential,sector 11,3.08,11407.0,6.0,4.0,2,1.0,Moderately Old,2700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,shapoorji pallonji joyville gurugram,sector 102,2.5,13998.0,3.0,3.0,3,15.0,Under Construction,1653.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0
flat,aipl club residences,sector 70a,0.95,10215.0,2.0,2.0,1,11.0,New Property,930.0,0.0,0.0,0.0,0.0,0.0,1.0,103.0
house,independent,sector 43,9.5,42222.0,5.0,5.0,3+,2.0,Relatively New,2250.0,0.0,1.0,0.0,1.0,0.0,1.0,88.0
flat,imperia the esfera,sector 37,0.87,5513.0,2.0,3.0,3+,5.0,Relatively New,1300.0,1.0,0.0,0.0,0.0,0.0,0.0,109.0
flat,divya apartments,sector 6,0.6,7595.0,2.0,2.0,0,2.0,Relatively New,790.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0
flat,tulip violet,sector 69,1.2,8889.0,2.0,3.0,1,0.0,Relatively New,1222.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0
flat,m3m woodshire,sector 107,1.3,8922.0,3.0,3.0,3+,4.0,Relatively New,1554.0,0.0,0.0,0.0,1.0,0.0,1.0,174.0
flat,signature global park,sohna road,0.9,8036.0,3.0,2.0,0,2.0,Under Construction,1120.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0
flat,emaar mgf emerald floors premier,sector 65,2.36,14303.0,3.0,3.0,3,0.0,Relatively New,1493.0,1.0,1.0,0.0,0.0,0.0,1.0,159.0
flat,central park flower valley cerise floors,sector 33,1.3,10744.0,2.0,2.0,2,3.0,New Property,1095.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0
flat,shree balaji appartment,sector 33,0.4,5000.0,2.0,2.0,2,1.0,Relatively New,724.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
flat,ild greens,sector 37,0.9,5614.0,3.0,3.0,3,0.0,Under Construction,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0
flat,dlf park place,sector 54,4.85,25867.0,3.0,4.0,3+,25.0,Relatively New,1875.0,0.0,1.0,0.0,0.0,0.0,1.0,26.0
flat,signature global park,sohna road,0.54,6506.0,2.0,2.0,1,2.0,Relatively New,922.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
flat,orris aster court premier,sector 85,1.5,5859.0,4.0,5.0,3+,6.0,New Property,2017.0,0.0,1.0,0.0,0.0,0.0,1.0,28.0
flat,m3m woodshire,sector 107,1.29,8836.0,3.0,3.0,3+,1.0,Relatively New,1690.0,0.0,0.0,0.0,1.0,0.0,1.0,174.0
flat,breez global hill view,sohna road,2.6,5215.0,2.0,2.0,2,6.0,New Property,4986.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0
house,independent,sector 26,4.5,33333.0,3.0,3.0,2,2.0,Old Property,1350.0,0.0,0.0,0.0,1.0,0.0,1.0,58.0
house,jacob pura,sector 12,0.35,9722.0,2.0,1.0,0,2.0,Old Property,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,shree vardhman victoria,sector 70,1.62,8308.0,3.0,5.0,3,9.0,Relatively New,1527.0,0.0,1.0,0.0,0.0,0.0,0.0,43.0
flat,ss the leaf,sector 85,1.3,10484.0,2.0,2.0,3+,10.0,Relatively New,1491.0,0.0,0.0,1.0,0.0,0.0,0.0,148.0
flat,sbtl caladium,sector 109,1.88,6154.0,4.0,5.0,3,10.0,Relatively New,2765.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0
flat,ats kocoon,sector 109,1.7,9742.0,3.0,3.0,3,22.0,Relatively New,1550.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0
house,independent,sector 46,4.35,23693.0,3.0,8.0,2,3.0,Relatively New,1836.0,1.0,0.0,0.0,1.0,0.0,1.0,19.0
flat,ss the leaf,sector 85,2.15,7646.0,4.0,5.0,3+,1.0,Relatively New,2545.0,0.0,1.0,0.0,0.0,0.0,0.0,165.0
flat,m3m the marina,sector 68,1.45,9615.0,3.0,2.0,3+,9.0,New Property,1365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,ansal heights 86,sector 86,0.78,5735.0,2.0,2.0,2,8.0,New Property,1360.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0
flat,ireo the grand arch,sector 58,3.83,21577.0,3.0,4.0,2,10.0,Relatively New,2000.0,1.0,1.0,0.0,0.0,0.0,1.0,174.0
flat,raheja navodaya,sector 92,0.62,4806.0,2.0,2.0,2,5.0,New Property,1498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,paras dews,sector 106,1.4,9979.0,4.0,6.0,3+,10.0,Relatively New,1535.0,0.0,1.0,0.0,0.0,0.0,0.0,174.0
flat,satya element one,sector 49,0.94,14009.0,1.0,2.0,2,2.0,Moderately Old,746.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,chintels paradiso,sector 109,2.0,7605.0,4.0,4.0,2,11.0,Relatively New,2380.0,0.0,1.0,0.0,1.0,0.0,0.0,64.0
flat,.,gwal pahari,7.0,10999.0,4.0,4.0,3+,6.0,Relatively New,5430.0,0.0,1.0,0.0,0.0,0.0,0.0,52.0
flat,satya element one,sector 49,0.8,11111.0,1.0,1.0,1,0.0,Moderately Old,720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
house,tata primanti,sector 72,8.6,12286.0,4.0,5.0,3+,3.0,Relatively New,7000.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0
flat,indiabulls enigma,sector 110,3.45,10147.0,4.0,4.0,3,9.0,Moderately Old,3077.0,0.0,1.0,0.0,0.0,0.0,1.0,125.0
house,independent,sector 50,7.0,32407.0,3.0,2.0,0,1.0,Moderately Old,2160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,dlf regal gardens,sector 90,1.8,7223.0,4.0,4.0,3+,7.0,Moderately Old,2005.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0
flat,orris aster court premier,sector 85,1.49,5820.0,4.0,5.0,3+,10.0,Relatively New,2017.0,0.0,1.0,0.0,0.0,0.0,1.0,84.0
flat,ashiana anmol,sohna road,0.88,11125.0,2.0,2.0,2,13.0,Relatively New,1016.0,0.0,0.0,0.0,0.0,0.0,2.0,127.0
house,independent,sector 14,7.5,16600.0,3.0,3.0,2,1.0,Old Property,4518.0,1.0,1.0,0.0,1.0,0.0,1.0,27.0
house,bptp visionnaire,sector 70a,4.0,6666.0,4.0,4.0,3+,2.0,Relatively New,6000.0,0.0,1.0,0.0,0.0,0.0,0.0,154.0
flat,microtek greenburg,sector 86,1.25,8446.0,2.0,2.0,3,13.0,Moderately Old,1339.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0
house,independent,sector 43,8.5,31481.0,5.0,5.0,3,3.0,Moderately Old,2700.0,0.0,1.0,0.0,0.0,0.0,1.0,113.0
flat,millenium bajrang society,sector 43,2.5,9434.0,4.0,4.0,3+,2.0,Relatively New,2398.0,0.0,0.0,0.0,0.0,0.0,1.0,94.0
flat,signature global park,sohna road,0.78,6404.0,3.0,3.0,3,1.0,Relatively New,1344.0,0.0,0.0,0.0,1.0,0.0,0.0,150.0
house,independent,sector 12,3.5,14787.0,8.0,8.0,3+,3.0,Relatively New,4800.0,1.0,1.0,0.0,1.0,0.0,2.0,77.0
flat,signature global park,sohna road,0.68,8252.0,2.0,2.0,2,3.0,New Property,916.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0
flat,silverglades the melia,sohna road,0.75,5556.0,2.0,2.0,2,4.0,Moderately Old,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0
flat,smart world gems,sector 89,1.13,8503.0,3.0,3.0,2,4.0,Under Construction,1473.0,1.0,0.0,0.0,0.0,0.0,0.0,115.0
flat,godrej summit,sector 104,0.98,5950.0,3.0,3.0,3,12.0,Relatively New,1490.0,0.0,0.0,0.0,0.0,1.0,0.0,79.0
flat,dlf regal gardens,sector 90,1.29,9021.0,3.0,3.0,3,7.0,Relatively New,1540.0,1.0,0.0,0.0,0.0,0.0,0.0,174.0
flat,gls arawali homes,sohna road,0.3,6237.0,2.0,2.0,2,4.0,Relatively New,524.0,0.0,0.0,0.0,0.0,0.0,2.0,120.0
flat,alpha corp gurgaonone,sector 84,2.24,6523.0,4.0,4.0,3,12.0,Relatively New,3165.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0
flat,central park flower valley,sector 33,2.15,13522.0,3.0,3.0,3+,1.0,New Property,1439.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
flat,ats triumph,sector 104,2.52,8000.0,4.0,4.0,3+,19.0,Relatively New,2800.0,0.0,1.0,1.0,0.0,0.0,1.0,156.0
house,independent,sector 2,0.7,7778.0,1.0,1.0,0,1.0,Moderately Old,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,conscient heritage max,sector 102,1.75,9063.0,3.0,4.0,3+,16.0,Relatively New,1748.0,0.0,1.0,0.0,0.0,0.0,1.0,134.0
house,independent,sector 5,3.75,11029.0,5.0,5.0,3+,3.0,Relatively New,3400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
house,unitech deerwood chase,sector 50,15.0,33333.0,4.0,4.0,2,2.0,Moderately Old,4500.0,0.0,1.0,0.0,0.0,0.0,0.0,160.0
house,vatika independent floors,sector 82,1.4,8235.0,3.0,3.0,2,3.0,New Property,1700.0,0.0,0.0,0.0,1.0,0.0,0.0,61.0
house,shivpuri,sector 7,2.4,8889.0,10.0,5.0,3,2.0,Old Property,2700.0,1.0,1.0,0.0,1.0,0.0,0.0,8.0
flat,experion windchants,sector 112,2.6,10651.0,2.0,2.0,3,8.0,Relatively New,2441.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0
flat,emaar digihomes,sector 62,2.1,14257.0,2.0,2.0,2,30.0,New Property,1365.0,0.0,1.0,0.0,0.0,0.0,0.0,52.0
flat,pyramid urban homes 2,sector 86,0.43,8583.0,2.0,2.0,1,6.0,New Property,557.0,0.0,0.0,0.0,0.0,1.0,0.0,72.0
flat,the close south,sector 50,3.25,12810.0,3.0,4.0,3+,4.0,Old Property,2819.0,0.0,1.0,0.0,0.0,0.0,1.0,135.0
house,malibu towne,sector 47,8.81,27191.0,8.0,6.0,3+,3.0,Moderately Old,3240.0,1.0,1.0,0.0,0.0,1.0,1.0,27.0
flat,avl 36 gurgaon,sector 36,0.4,10204.0,1.0,1.0,1,4.0,Relatively New,436.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0
flat,emaar mgf emerald floors premier,sector 65,2.85,14430.0,4.0,4.0,3,3.0,Relatively New,2194.0,1.0,1.0,0.0,0.0,0.0,0.0,28.0
house,independent,sector 43,9.85,29642.0,5.0,5.0,2,3.0,Old Property,3323.0,1.0,1.0,0.0,1.0,0.0,0.0,21.0
flat,dlf new town heights,sector 90,1.25,8639.0,3.0,4.0,3+,0.0,Old Property,1608.0,0.0,1.0,0.0,0.0,0.0,2.0,31.0
flat,emaar digihomes,sector 62,3.95,15263.0,3.0,3.0,3,33.0,New Property,2876.0,0.0,1.0,0.0,0.0,0.0,1.0,49.0
flat,dlf regency park,sector 28,1.24,12400.0,2.0,2.0,3+,19.0,Moderately Old,1050.0,0.0,0.0,0.0,1.0,0.0,1.0,157.0
flat,railway officers rpf society,sector 9,1.3,5039.0,4.0,4.0,3+,9.0,Moderately Old,2580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
house,independent,sector 25,4.31,31926.0,5.0,4.0,3,3.0,Old Property,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
flat,sare homes,sector 92,0.6,5000.0,3.0,2.0,3,4.0,Moderately Old,1333.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0
flat,m3m heights,sector 65,3.29,17998.0,3.0,3.0,3,33.0,New Property,1828.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
house,independent,sector 12,2.75,12343.0,6.0,6.0,2,2.0,Old Property,2228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,the close north,sector 50,2.7,9982.0,3.0,3.0,3+,3.0,Moderately Old,2357.0,0.0,1.0,0.0,0.0,0.0,0.0,117.0
flat,tulip violet,sector 69,1.51,9569.0,3.0,3.0,2,0.0,Relatively New,1325.0,0.0,0.0,0.0,1.0,0.0,2.0,165.0
flat,bestech altura,sector 79,2.55,9533.0,4.0,5.0,2,4.0,New Property,2675.0,0.0,1.0,0.0,0.0,0.0,0.0,44.0
flat,the lions cghs,sector 56,2.09,8708.0,4.0,4.0,3+,7.0,Relatively New,2300.0,0.0,0.0,0.0,0.0,1.0,1.0,125.0
flat,shri banke bihari society,sector 56,1.37,9133.0,3.0,3.0,3+,2.0,Old Property,1450.0,0.0,0.0,0.0,0.0,1.0,0.0,174.0
flat,raheja maheshwara,sohna road,0.48,4368.0,2.0,2.0,2,11.0,Under Construction,995.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0
house,independent,sector 40,2.15,23889.0,3.0,3.0,3,3.0,Moderately Old,900.0,1.0,0.0,1.0,1.0,0.0,0.0,45.0
flat,dlf the ultima,sector 81,3.46,12047.0,4.0,4.0,3+,10.0,New Property,2599.0,0.0,1.0,0.0,0.0,0.0,2.0,161.0
house,independent,sector 26,19.0,42222.0,6.0,8.0,3+,3.0,Moderately Old,4500.0,1.0,1.0,1.0,1.0,0.0,1.0,103.0
flat,godrej air,sector 85,2.5,13797.0,4.0,5.0,3+,16.0,Under Construction,2013.0,1.0,0.0,0.0,1.0,1.0,1.0,44.0
flat,signature global park,sohna road,0.75,6938.0,2.0,2.0,0,1.0,Relatively New,1081.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0
flat,m3m heights,sector 65,3.0,17996.0,3.0,3.0,3,20.0,Under Construction,1667.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
flat,vatika gurgaon,sector 83,1.12,6455.0,3.0,3.0,2,4.0,Relatively New,1200.0,1.0,1.0,1.0,1.0,0.0,1.0,165.0
flat,bestech park view sanskruti,sector 92,1.42,7760.0,3.0,3.0,2,10.0,Relatively New,1738.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0
flat,tarc maceo,sector 91,1.9,6975.0,4.0,4.0,3,9.0,Relatively New,2465.0,0.0,1.0,0.0,0.0,0.0,0.0,120.0
house,unitech espace,sector 50,7.42,34352.0,4.0,4.0,3,2.0,Old Property,3200.0,0.0,0.0,0.0,0.0,0.0,1.0,88.0
flat,mapsko casa bella,sector 82,1.25,6378.0,3.0,4.0,3+,8.0,Under Construction,1774.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0
flat,shapoorji pallonji joyville gurugram,sector 102,2.12,16960.0,3.0,3.0,3,9.0,Relatively New,1852.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0
flat,godrej nature plus,sector 33,1.7,12593.0,3.0,3.0,3+,6.0,New Property,1500.0,0.0,1.0,0.0,0.0,0.0,0.0,38.0
flat,smart world orchard,sector 61,1.47,12783.0,2.0,2.0,2,4.0,New Property,1278.0,1.0,0.0,0.0,1.0,0.0,0.0,53.0
flat,vatika the seven lamps,sector 82,1.39,6411.0,3.0,3.0,3+,11.0,Relatively New,1955.0,1.0,1.0,0.0,0.0,0.0,1.0,117.0
flat,emaar palm gardens,sector 83,1.75,9211.0,3.0,3.0,3,6.0,Relatively New,1600.0,0.0,1.0,0.0,0.0,0.0,1.0,150.0
flat,emaar digihomes,sector 62,2.45,16003.0,2.0,2.0,2,7.0,New Property,1200.0,1.0,0.0,0.0,0.0,0.0,2.0,174.0
house,ireo victory valley,sector 67,8.0,22222.0,6.0,7.0,3+,51.0,Moderately Old,3600.0,1.0,1.0,0.0,1.0,0.0,1.0,49.0
flat,paras dews,sector 106,1.32,5605.0,4.0,5.0,3+,11.0,Relatively New,1535.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0
flat,signature global solera,sector 107,0.52,8062.0,3.0,2.0,2,5.0,Relatively New,717.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0
flat,la vida by tata housing,sector 113,1.45,11364.0,2.0,2.0,2,6.0,Relatively New,1080.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0
flat,signature global solera,sector 107,0.28,5680.0,2.0,2.0,2,6.0,Relatively New,543.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0
flat,bestech park view ananda,sector 81,1.15,6928.0,3.0,2.0,3+,12.0,Relatively New,1352.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0
house,independent,sector 43,2.1,4250.0,10.0,10.0,3+,5.0,New Property,549.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0
house,independent,sector 105,0.65,9028.0,3.0,2.0,1,1.0,Relatively New,720.0,0.0,0.0,0.0,1.0,1.0,0.0,14.0
flat,godrej icon,sector 88a,1.31,8101.0,2.0,2.0,3+,3.0,Relatively New,1463.0,1.0,0.0,0.0,0.0,0.0,0.0,102.0
flat,vatika gurgaon,sector 83,0.75,6024.0,2.0,2.0,2,19.0,Relatively New,1150.0,0.0,0.0,0.0,0.0,1.0,1.0,105.0
flat,ats triumph,sector 104,1.8,7860.0,3.0,4.0,3,14.0,New Property,2544.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
flat,ats kocoon,sector 109,2.22,10597.0,3.0,4.0,3,14.0,Relatively New,1860.0,1.0,1.0,1.0,1.0,0.0,0.0,45.0
flat,emaar gurgaon greens,sector 102,1.4,8485.0,3.0,3.0,3,10.0,Relatively New,1300.0,0.0,1.0,0.0,0.0,0.0,0.0,46.0
house,independent,sector 2,2.55,16378.0,3.0,3.0,2,2.0,Old Property,1557.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
house,dlf city plots phase 2,sector 25,10.5,29022.0,4.0,4.0,2,2.0,Old Property,3618.0,0.0,1.0,0.0,1.0,0.0,1.0,91.0
flat,imperia the esfera,sector 37,1.4,5385.0,4.0,5.0,3,9.0,Relatively New,2343.0,1.0,1.0,0.0,1.0,1.0,0.0,49.0
flat,signature global park,sohna road,0.52,6326.0,2.0,2.0,2,3.0,Relatively New,913.0,0.0,0.0,0.0,1.0,0.0,0.0,161.0
flat,breez global hill view,sohna road,0.3,5405.0,2.0,2.0,2,6.0,New Property,605.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0
flat,conscient heritage max,sector 102,1.9,9784.0,3.0,4.0,3+,20.0,Relatively New,1757.0,0.0,1.0,0.0,0.0,0.0,0.0,165.0
house,vipul tatvam villa,sector 48,8.5,26235.0,4.0,4.0,2,2.0,Moderately Old,3240.0,0.0,1.0,1.0,1.0,0.0,0.0,88.0
house,suncity township,sector 54,2.0,3440.0,9.0,9.0,3,11.0,Relatively New,60.0,0.0,1.0,0.0,0.0,0.0,2.0,7.0
flat,emaar mgf emerald floors premier,sector 65,2.79,14127.0,4.0,4.0,3+,2.0,Relatively New,2194.0,1.0,1.0,0.0,0.0,0.0,2.0,174.0
house,independent,sector 25,11.0,35530.0,5.0,5.0,3+,2.0,Relatively New,3096.0,1.0,1.0,1.0,1.0,0.0,0.0,29.0
flat,antriksh heights,sector 84,0.85,4928.0,3.0,3.0,3+,10.0,Relatively New,1561.0,1.0,0.0,0.0,0.0,0.0,0.0,52.0
flat,suncity avenue 76,sector 76,0.55,7422.0,2.0,2.0,2,9.0,Under Construction,823.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0
flat,central park 2 bellevue,sector 48,2.75,10755.0,3.0,4.0,3+,3.0,Moderately Old,2574.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0
house,housing board colony,sector 28,2.1,23333.0,2.0,8.0,3+,4.0,Moderately Old,900.0,0.0,0.0,0.0,0.0,1.0,1.0,38.0
house,independent,sector 23,2.4,12000.0,3.0,3.0,2,2.0,Moderately Old,2000.0,0.0,0.0,1.0,1.0,0.0,0.0,28.0
flat,ashiana mulberry,sohna road,0.9,6143.0,2.0,2.0,3+,7.0,Moderately Old,1100.0,1.0,0.0,0.0,0.0,0.0,1.0,156.0
flat,signature global city,sector 37d,1.25,6083.0,3.0,3.0,3,4.0,Under Construction,2283.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
house,emaar emerald hills,sector 65,12.5,34722.0,4.0,4.0,3+,2.0,Relatively New,3600.0,1.0,1.0,0.0,0.0,0.0,0.0,56.0
flat,ramsons kshitij,sector 95,0.28,3651.0,2.0,2.0,2,5.0,New Property,694.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
house,dlf city phase 1,sector 26,5.5,30556.0,4.0,4.0,3+,2.0,Moderately Old,1800.0,0.0,0.0,1.0,1.0,0.0,0.0,49.0
house,naman residency,sector 4,0.5,11111.0,2.0,2.0,2,2.0,New Property,450.0,1.0,1.0,0.0,1.0,1.0,0.0,14.0
house,independent,sector 26,6.0,33333.0,3.0,5.0,3+,3.0,Old Property,1800.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0
flat,orris carnation residency,sector 85,0.72,4881.0,3.0,3.0,2,9.0,Moderately Old,1350.0,0.0,0.0,0.0,0.0,1.0,0.0,49.0
flat,tulip violet,sector 69,1.36,8619.0,3.0,3.0,1,12.0,Relatively New,1291.0,0.0,0.0,0.0,1.0,0.0,0.0,95.0
flat,godrej frontier,sector 80,1.1,5705.0,3.0,3.0,3,8.0,Moderately Old,1580.0,0.0,1.0,0.0,0.0,0.0,0.0,111.0
flat,tulip violet,sector 69,1.95,9701.0,4.0,4.0,2,0.0,Relatively New,1819.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0
flat,dlf new town heights,sector 86,1.27,6580.0,3.0,4.0,3,19.0,Relatively New,1800.0,0.0,1.0,0.0,1.0,0.0,0.0,126.0
flat,ss,sector 85,1.19,7121.0,2.0,2.0,3,11.0,Relatively New,1670.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
flat,bptp terra,sector 37d,2.08,10000.0,4.0,4.0,3,0.0,New Property,2211.0,1.0,1.0,0.0,1.0,0.0,0.0,121.0
flat,shapoorji pallonji joyville gurugram,sector 102,1.2,14563.0,2.0,2.0,3,0.0,Relatively New,1073.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
house,independent,sohna road,0.07,2527.0,1.0,1.0,0,1.0,Relatively New,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
house,international city by sobha phase 1,sector 109,5.7,10556.0,4.0,4.0,3+,4.0,Relatively New,5400.0,1.0,1.0,0.0,0.0,0.0,0.0,98.0
house,nul,sector 25,9.5,33404.0,9.0,9.0,3+,3.0,Old Property,2844.0,0.0,0.0,0.0,0.0,1.0,0.0,81.0
flat,signature global city 81,sector 81,0.96,9766.0,2.0,2.0,2,1.0,Under Construction,1194.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
flat,dlf the ultima,sector 81,2.35,11233.0,3.0,4.0,3+,18.0,Relatively New,1558.0,0.0,1.0,0.0,0.0,0.0,0.0,106.0
flat,smart world orchard,sector 61,2.2,14203.0,3.0,3.0,2,4.0,New Property,1721.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0
house,eldeco mansionz,sector 48,5.15,18885.0,5.0,7.0,3,2.0,Moderately Old,2727.0,0.0,1.0,0.0,1.0,0.0,1.0,145.0
flat,smart world orchard,sector 61,1.65,13750.0,2.0,2.0,2,1.0,Under Construction,1333.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0
flat,unitech the residences,sector 33,1.35,8738.0,3.0,4.0,2,8.0,Moderately Old,1398.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0
flat,signature global the millennia 3,sector 37d,0.5,7143.0,3.0,3.0,2,2.0,Under Construction,778.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
house,bptp visionnaire,sector 70a,6.0,22222.0,5.0,4.0,3,3.0,New Property,2700.0,1.0,0.0,0.0,0.0,0.0,0.0,40.0
flat,ats tourmaline,sector 109,2.1,8124.0,3.0,4.0,3+,11.0,Relatively New,2100.0,0.0,1.0,0.0,0.0,0.0,1.0,165.0
flat,tulip orange,sector 70,1.1,8148.0,3.0,2.0,2,5.0,Relatively New,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,huda ashok vihar phase,sector 4,0.43,6615.0,2.0,2.0,1,2.0,Relatively New,722.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
flat,deepak minda,manesar,1.25,4715.0,4.0,4.0,3+,6.0,Moderately Old,2946.0,0.0,0.0,0.0,0.0,0.0,1.0,44.0
