title_x,imdb_id,poster_path,wiki_link,title_y,original_title,is_adult,year_of_release,runtime,genres,imdb_rating,imdb_votes,story,summary,tagline,actors,wins_nominations,release_date
The Dirty Picture,tt1954206,https://upload.wikimedia.org/wikipedia/en/thumb/2/2c/The_Dirty_Picture2.jpg/220px-The_Dirty_Picture2.jpg,https://en.wikipedia.org/wiki/The_Dirty_Picture,The Dirty Picture,The Dirty Picture,0,2011,144,Biography|Drama,6.6,8067,Rebellious and uninhibited Reshma lives an impoverished lifestyle with her mother  Ratnamma  in 1980s South India. She is an ardent fan of film actor  Suryakant  and her one ambition in life is to meet and act with him. She runs away to Madras  and like  hundreds of young women  lines up outside Jupiter Studios to try and get noticed. With her plain  next-door-girl looks  she gets ignored but as fate could have it she is given a chance to play a minor role after she manages to sneak into the studios. The role exploits her as a sex symbol  driving males to the cinema houses to absorb her movements and beauty. Virtually overnight she  now renamed Silk  becomes a sensation  and together with the aging superstar  Suryakant  the one she had always fantasized about  she sizzles the silver screen with her sex appeal. Suryakant's brother  Ramakant  an author  is smitten by her - so much so that he would like her to opt out of movies altogether  so that he could marry her. But the rebellious ...,The love story between an actress and a director  inspired by the life of the late south Indian actress Silk Smitha.,,Vidya Balan|Emraan Hashmi|Tusshar Kapoor|Naseeruddin Shah|Rajesh Sharma|,25 wins & 23 nominations,2 December 2011 (India)
Pyaar Impossible!,tt1351224,https://upload.wikimedia.org/wikipedia/en/thumb/1/1f/Pyaar_Impossible_poster.jpg/220px-Pyaar_Impossible_poster.jpg,https://en.wikipedia.org/wiki/Pyaar_Impossible!,Pyaar Impossible!,Pyaar Impossible!,0,2010,140,Comedy|Romance,4.6,2836,In Ankert University  California  Alisha (Priyanka Chopra) is the name of that dream everyone wished came true. The most beautiful girl on campus  she makes hearts flutter like leaves in the wind. A snap of her fingers and a line of boys  waiting on her every whim. Everybody Loves Alisha. It is no surprise then that Abhay (Uday Chopra) loves her too. More than his computer programs and MAC stores he thinks of Alisha. Who is Abhay? Abhay is a nerdy  awkward  socially challenged  bespectacled geek of the college who is so far removed from her world that she doesn't even know that people like him actually exist. This is a love story of impossible proportions  how can a man like Abhay ever hope to be with a woman like Alisha  and therein lies the story - Abhay has quietly loved Alisha all his life. One day he musters up enough courage to go and express his true feelings to her and realizes that it is never gonna happen. He comes to terms with the fact that Alisha is a Princess and he is ...,Everybody loves beautiful Alisha and it's no surprise that nerdy Abhay loves her too but she doesn't know he exists until years later their paths cross.,1 Beauty + 1 Geek = PI,Priyanka Chopra|Anupam Kher|Uday Chopra|Jugal Hansraj|Dino Morea|Madhura Naik|Arjun Sablok|Nataliya Kozhenova|Advika Yadav|Rahul Vohra|Saidah Jules|Creighton Mark Johnson|Mark Charnick|,4 wins,8 January 2010 (India)
Chance Pe Dance,tt1392744,,https://en.wikipedia.org/wiki/Chance_Pe_Dance,Chance Pe Dance,Chance Pe Dance,0,2010,122,Comedy|Drama|Music,4.7,2562,Delhi-based Mrs. Behl believes her son  Sameer  will make a mark for himself as a Bollywood hero much to the chagrin of her husband. Believing his mother  who subsequently passes away  Sameer relocates to Mumbai  ends up auditioning numerous times  nearly makes it but is replaced at the 11th hour. Despite working as a courier delivery-man  he is unable to pay his rent and is evicted by his landlord's brother. He ends up as Dance Teacher in Model High School  sneaks every morning into the school to use it's facilities and lives in his car while romancing cute choreographer Tina Sharma. Meeting Rajeev Sharma  he is promised a lead role in a movie but later finds he has to compete in a nation-wide contest. Disillusioned at this rejection  he despairs but is encouraged by Tina. It is then he receives bad news about his dad and decides he must return immediately  perhaps never to fulfill his late mother's dream.,New love convinces a struggling actor and dancer to enter a talent competition that could make him a superstar.,,Shahid Kapoor|Genelia D'Souza|Mohnish Bahl|Satish Shah|Parikshat Sahni|Vikas Bhalla|Prince Roddey|Kurush Deboo|Bizz Kanwarpal|Mannu Rishi|Zain Khan|Aditi Bhatia|Zico Saigal|Shiven Jain|,,15 January 2010 (India)
My Friend Pinto,tt1512220,https://upload.wikimedia.org/wikipedia/en/thumb/5/52/My_Friend_Pinto.jpg/220px-My_Friend_Pinto.jpg,https://en.wikipedia.org/wiki/My_Friend_Pinto,My Friend Pinto,My Friend Pinto,0,2011,100,Comedy|Crime|Drama,5.3,334,Twenty-something Michael Pinto has grown up in a small Goan village  believing everyone in the world to be simple  kind and honest  just like him. His world revolves around a doting mother  a passion for music and the memories of a childhood friend  Sameer  who left Goa for Mumbai many years ago and hasn't replied to his frequent letters ever since. Pinto's talent for music is only matched by his knack for finding trouble in the unlikeliest of places often resulting in the most outlandish and hilarious situations. When Pinto's idyllic world is shattered by the sudden demise of his mother he decides to head to Mumbai in search of the only friend he knows. Will Pinto find Sameer or will trouble find him first? Will Pinto and his crazy antics survive the big bad city or more importantly  will Mumbai survive a phenomenon called Pinto?,Twenty-something Michael Pinto has grown up in a small Goan village  believing everyone in the world to be simple  kind and honest  just like him. His world revolves around a doting mother ...                    ,,Prateik|Kalki Koechlin|Arjun Mathur|Shruti Seth|Makrand Deshpande|Raj Zutshi|Divya Dutta|Shakeel Khan|Aseem Hattangadi|Faisal Rashid|Shikha Talsania|Asif Basra|,1 win,21 October 2011 (USA)
Veer (2010 film),tt1185412,https://upload.wikimedia.org/wikipedia/en/thumb/0/0e/Veer_movie_poster.jpg/220px-Veer_movie_poster.jpg,https://en.wikipedia.org/wiki/Veer_(2010_film),Veer,Veer,0,2010,169,Action|Adventure|Drama,4.6,6801,In early twentieth-century British India  the Pindari leader Prithvi Singh narrates his story to a reporter from the London Times - a story of betrayal and deceit at the hands of the British and Madhavgarh's Raja Gyanendra Singh  which led to the massacre of 4500 Pindaris.,In early twentieth-century British India  the Pindari leader Prithvi Singh narrates his story to a reporter from the London Times - a story of betrayal and deceit at the hands of the ...                    ,,Salman Khan|Jackie Shroff|Mithun Chakraborty|Zareen Khan|Amar Adatia|Lara Clear|Sohail Khan|Neena Gupta|Rajesh Vivek|Shahbaaz Khan|William Chubb|Alyona Khmara|Bharat Dabholkar|Raj Premi|,,22 January 2010 (India)
Striker (2010 film),tt1573482,https://upload.wikimedia.org/wikipedia/en/thumb/d/df/Striker_poster.jpg/220px-Striker_poster.jpg,https://en.wikipedia.org/wiki/Striker_(2010_film),Striker,Striker,0,2010,128,Action|Crime|Drama,7.0,966,Amidst strictly enforced curfew by Bombay Police during December 1992 following Hindu-Muslim riots  Suryakant - one of four siblings from Malad's Malvani slums  heads home. While doing so  he reflects on his childhood; his sisters: Devi and Rajni; brother Chandrakant; his dad  Shashikant  as well his mother; his expertise with the Carrom-board; run-ins with extortionist-goon  Jaleel Khan; his friendship with Zaid Khan; his crush on Noorie as well as his plans to find employment in Dubai; why he could not attend Devi's marriage  as well as the tragedy that awaits him.,Amidst strictly enforced curfew by Bombay Police during December 1992 following Hindu-Muslim riots  Suryakant - one of four siblings from Malad's Malvani slums  heads home. While doing so  ...                    ,,Siddharth|Ankur Vikal|Anupam Kher|Vidya Malvade|Seema Biswas|Padmapriya|Nicolette Bird|Anup Soni|Rajendra Gupta|Aditya Pancholi|Sitaram Panchal|Pushpendar Sain|Kuldeep Sareen|Ashok Beniwal|,,5 February 2010 (USA)
Rann (film),tt1451797,https://upload.wikimedia.org/wikipedia/en/thumb/6/62/Rannr.jpg/220px-Rannr.jpg,https://en.wikipedia.org/wiki/Rann_(film),Rann,Rann,0,2010,137,Drama|Mystery|Thriller,6.9,2200,As the news of a bomb explosion in the Muzaffarnagar area spreads  two leading news agencies  India 24 & Headlines 24/7  deal with their respective ratings and content to attract more viewers and boost advertising revenue. Purab Shastri is hired by India 24  managed by Vijay H. Malik  while the other agency is run by Amrish Kakkar  Vijay's former subordinate. Purab  an ardent admirer of Vijay  changes his views after the later dramatically exposes Prime Minister Digvijay Hooda's hand behind the explosion  and starts to gather evidence that may end up implicating Vijay and the agency.,Unfolds the story behind the news industry and its political conspiracies.,When a voice of conscience cannot be heard| when democracy is remote controlled| WILL WE EVER KNOW THE TRUTH?,Amitabh Bachchan|Riteish Deshmukh|Gul Panag|Paresh Rawal|Sudeep|Neetu Chandra|Mohnish Bahl|Rajat Kapoor|Rajpal Yadav|Suchitra Krishnamoorthi|Nina Kulkarni|Simone Singh|K.K. Raina|Ikhlaq Khan|,,29 January 2010 (India)
Ishqiya,tt1345777,https://upload.wikimedia.org/wikipedia/en/thumb/7/7f/Ishqiya.jpg/220px-Ishqiya.jpg,https://en.wikipedia.org/wiki/Ishqiya,Ishqiya,Ishqiya,0,2010,118,Comedy|Drama|Romance,7.3,9431,Ishqiya is a story about love arising in characters  portrayed uniquely according to their own personal traits. The situations in the plot lead the characters to experience the emotion creeping into their lives in the most unexpected manner.,While on the run from goons  a man and his nephew fall for a kidnapper's seductive widow.,,Vidya Balan|Naseeruddin Shah|Arshad Warsi|Salman Shahid|Adil Hussain|Rajesh Sharma|Anupama Kumar|Gauri Mala|Alok Kumar|Anisha Bano|,12 wins & 16 nominations,29 January 2010 (USA)
Road to Sangam,tt1471247,https://upload.wikimedia.org/wikipedia/en/d/de/Road_to_Sangam_Movie_Poster.jpg,https://en.wikipedia.org/wiki/Road_to_Sangam,Road to Sangam,Road to Sangam,0,2010,135,Drama|Thriller,7.5,642,A simple story of a God fearing  devout Muslim mechanic named Hasmat Ullah who has been entrusted the job of repairing an old V8 ford engine  not knowing the historic significance that it once carried the ashes of Mahatma Gandhi which were immersed in the holy river Sangam. He is caught in a complex situation after a powerful bomb explosion rocks his town leading to the arrest of innocent Muslim youths of his locality. A strike to work is called by the prominent Leaders of his community to protest against the unjust treatment meted out to those arrested youths by the police. Will he support the protest and abandon the repair of the engine or go against the wishes of his community. Thus begins his journey.,Amidst bomb explosions  fake arrests  police brutality and protests  a determined mechanic attempts to repair an antique truck to transport the last remains of Mahatma Gandhi in modern day India.,,Paresh Rawal|Om Puri|Pavan Malhotra|Javed Sheikh|Swati Chitnis|Masood Akhtar|Sudhir Nema|Rakesh Srivastava|Yusuf Hussain|Rajan Bhise|G.P. Singh|Vijay Mishra|Tushar Gandhi|,1 win & 2 nominations,29 January 2010 (India)
Jo Hum Chahein,tt2112978,https://upload.wikimedia.org/wikipedia/en/thumb/e/e9/Jo_Hum_Chahein_Theatrical_Release_Poster_02.jpg/220px-Jo_Hum_Chahein_Theatrical_Release_Poster_02.jpg,https://en.wikipedia.org/wiki/Jo_Hum_Chahein,Jo Hum Chahein,Jo Hum Chahein,0,2011,\N,Drama|Romance,5.4,94,This is a coming of age story of Rohan Bhatia and Neha Kapoor  two young  hip  effervescent individuals whose lives change forever once they meet and fall in love. Rohan is a brash  cocky  ambitious  24 year old MBA graduate who wants instant success and he'll do anything to make that come true! Rohan moves to Mumbai to pursue a career as a stockbroker where he meets Neha  a no nonsense  strong headed girl who's come to Mumbai to follow her dreams  the dream of becoming a film actor. Neha is someone who believes in love  but hasn't given and guy a chance because no one measures up to her standards of Mr. Right. That's until Rohan comes along and her life changes completely. Both of them have different wants  desires and quests but they manage to come together and go on a journey that intertwines their personal and professional lives where they touch the peaks of love  loss  despair  longing  betrayal and redemption.,In his bid to quickly boost his career  a male alienates himself from his family  friends  and true love.,Everything But Love,Sunny Gill|Simran Kaur Mundi|Alyy Khan|Achint Kaur|Yuri Suri|Samar Virmani|Mansi Multani|,,
Click (2010 film),tt1596723,https://upload.wikimedia.org/wikipedia/en/thumb/8/83/Clickhindifilm.jpg/220px-Clickhindifilm.jpg,https://en.wikipedia.org/wiki/Click_(2010_film),Click,Click,0,2010,127,Drama|Horror|Mystery,3.5,293,Professional Photographer  Avi  and his girlfriend  Sonia  consume alcohol and celebrate with Tarun and others. While on their way home  an impaired Sonia runs over a young woman  but does not stop to assist her. Shortly thereafter Avi finds his photographs include a shadowy image of a woman and assumes his camera is defective. Despite of repairs  the images of the mysterious woman persists and the duo conclude that it could well be the woman they had run over. Both of them then start to have nightmares  as well Avi complains of a pain in his neck area. He goes for a number of medical tests which prove to non-conclusive. Sonia starts to investigate this strange phenomenon with the photographs as well as the nightmares with the Mumbai School of Arts - and what she finds there will shatter and change both their lives forever.,A photographer and his girlfriend enter a nightmarish world after they run over a woman.,Smile.You're on Camera.,Shreyas Talpade|Sada|Sneha Ullal|Rehan Khan|Chunky Pandey|,,19 February 2010 (India)
Toh Baat Pakki!,tt1605778,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Toh_Baat_Pakki_Alternate.jpg/220px-Toh_Baat_Pakki_Alternate.jpg,https://en.wikipedia.org/wiki/Toh_Baat_Pakki!,Toh Baat Pakki!,Toh Baat Pakki!,0,2010,122,Comedy|Drama,5.2,339,After being asked to leave by his Palanpur-based landlady Mrs. Rai  Civil Engineering student  Rahul Saxena  finds a room with Rajeshwari Saxena  who treats him like a family member. He is subsequently introduced to her sister  Nisha  both are attracted to each other  and plans are made to get them married. Rahul will soon find out that he will soon not only be asked to leave  but also instructed to assist in the marriage of Nisha with Yuvraaj Saxena.,A pushy busybody invites a young man to be her tenant  in hopes of arranging a marriage for her younger sister; but then has to get rid off him when she believes she has found an even better match.,,Tabu|Sharman Joshi|Yuvika Chaudhry|Vatsal Sheth|Ayub Khan|,,19 February 2010 (India)
